H2,CO,C2H4,C2H6,CH4,C2H2,CO2,H2O,TDCG,Rogers Ratios,Duval’s Triangle,Japan ETRA diagram,Transformer condition,Warning gases,Fault
107.5437004,146.0591691,81.83422874,24.49141292,22.24076799,1.580080755,7562.829206,13.76710388,150.2724991,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Electrical
50.29909321,288.8632023,70.70006264,63.00451801,104.8634094,4.762651855,6908.89267,13.71630832,1450.441637,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO? & CO,Electrical
142.4451092,1146.217325,17.74052535,271.9992944,13.79561718,1.498762659,4488.509014,0.994143787,979.4939703,-,Thermal fault,Discharges + overheating,Warning,-,Thermal
70.81115325,497.5964695,25.1668526,114.0198937,92.91333232,1.998898492,3994.351167,10.83513097,1398.930288,-,-,-,Warning,C?H?,Overheating
26.79573705,1468.470602,52.40585895,172.3812816,35.857506,1.553904674,7378.007274,47.85797296,727.6563034,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,-,Electrical
119.6328864,1345.912685,24.60711407,220.9975844,39.63227426,0.904811751,3578.970434,47.73306118,151.8449772,-,-,Thermal fault LOW temperature,Warning,CO,PD
83.78750398,776.1722206,97.09355694,236.6612425,24.43796108,0.934796108,5591.789382,25.68953449,1360.583362,-,Thermal fault,-,Warning,-,PD
40.40761207,390.5749844,22.22282701,124.5873577,108.9005952,2.639934377,5750.460836,6.120700564,123.0305548,-,PD,Thermal fault LOW temperature,Warning,CO,Electrical
38.34580276,255.7803716,96.92859741,262.4619806,65.77994306,2.733702919,9279.653959,25.56082135,6.476100718,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
94.93806149,630.2351408,43.54022503,202.4621543,29.14336611,0.327080899,6206.869973,35.0564268,1138.035798,-,-,No diagnosis available,Warning,CO? & CO,Electrical
87.92187009,990.2318825,90.49843865,279.5896097,79.04803661,3.915567919,377.4751945,49.68873161,288.1612258,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Overheating
74.71030582,897.3216011,31.38402298,382.0152426,8.318349307,3.192603309,8566.356989,41.1181739,1088.137427,-,PD,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
46.51427893,938.7434717,73.68479112,207.5591569,75.16411254,1.690325708,8779.493065,21.48190763,97.89213195,-,PD,-,Warning,-,PD
8.898574093,898.6915743,12.05545528,222.7840423,132.3847827,2.267354168,4077.50075,20.77384613,1246.964841,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,-,PD
77.19391843,43.46151758,0.515148144,213.9347976,12.50950913,3.385191925,10891.49014,41.5792865,507.1892604,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,Thermal
109.6642549,1407.670735,46.85985875,351.6634593,32.34557865,0.650103733,3634.567397,24.1788559,1367.406879,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Electrical
114.0024724,1224.756506,43.44803596,373.2470241,144.6781428,2.054699626,5712.919343,3.220879897,1228.031487,-,PD,-,Warning,C?H?,Overheating
78.16751354,617.2096301,38.23754658,29.75036132,4.881594945,3.476846573,8295.659331,25.7621809,1143.172658,-,Electrical and thermal fault,-,Warning,Carbon Dioxide (CO?),Electrical
44.31065702,1024.999026,77.69681695,333.450199,89.73423353,2.684643905,2228.898328,6.89148386,578.1397337,-,Thermal fault 300°C-700°C,-,Warning,C?H?,Arcing
73.19388923,1421.501993,15.72998963,57.91736174,47.51099142,2.107599326,5586.506747,15.27076811,1335.271515,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Arcing
112.9320104,1316.798529,80.41210982,393.9743429,49.52471968,0.458148572,10220.24329,17.46219411,383.9781785,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,Overheating
143.4779294,729.7733732,52.19671881,303.3605638,47.56007357,2.57238479,3713.074047,13.80570729,30.10203184,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,C?H?,Electrical
130.9233772,1290.575139,70.30676659,344.7040462,72.18780503,1.573829841,3895.925202,32.67911344,1456.065154,-,PD,-,Warning,CO? & CO,PD
127.8952797,204.8365213,85.62657946,91.60029139,0.934052103,4.659894813,836.8696908,42.46776116,820.587245,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
48.45863944,296.6752331,90.70231103,198.7220162,104.6496073,1.839083755,3404.201364,7.809088942,231.8928379,-,PD,No diagnosis available,Warning,-,Overheating
72.19720413,1.750853697,70.60182678,370.9417885,86.2963938,2.313426162,7736.84506,21.2216627,684.3098405,-,-,Thermal fault LOW temperature,Warning,CO,Electrical
64.51413995,869.7111284,51.55862477,84.13158529,73.43964854,3.956506653,9402.261699,19.94510526,1342.307751,-,-,Discharges + overheating,Warning,-,Electrical
9.718026947,1371.825449,99.34051163,71.76849573,141.6985637,0.804662408,8796.520362,13.91831787,774.7152901,-,Electrical and thermal fault,-,Warning,C?H?,PD
122.4419217,668.544813,47.43002731,10.87946305,36.60680082,1.579851527,1357.581939,34.19289901,1023.620398,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO,Overheating
1.381999817,486.6366404,93.498941,98.46155458,113.061303,4.040084401,4732.970479,31.56223331,473.0010644,-,Thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
19.87691602,776.2808724,97.60550976,118.6990554,65.1798191,2.812137252,8898.95151,22.43644927,1.923735611,-,Electrical and thermal fault,-,Warning,CO? & CO,Electrical
101.6704068,525.5712348,81.03006391,190.7960253,46.14404019,4.536221167,5075.609877,26.91212747,309.9785706,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
30.21039325,1094.855994,63.56476186,129.3942308,111.0005888,0.893896928,7422.661471,12.45700012,332.5471807,-,-,Discharges + overheating,Warning,Carbon Dioxide (CO?),Arcing
102.8705329,1019.434923,57.86773571,26.52085039,99.32961683,4.505451608,292.5905821,37.18743848,756.9742618,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO,Arcing
115.0382553,359.9096758,72.12699244,237.5777822,52.25619277,2.681001656,9127.799673,37.66557967,1266.483545,-,Thermal fault 300°C-700°C,-,Warning,CO? & CO,Thermal
66.84293691,208.2729999,38.64513342,88.59959474,55.07880968,0.639051045,5813.196246,22.24900278,1209.936379,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
52.12779581,1198.482607,42.83176747,214.5309609,142.9030417,2.99118103,801.4080767,25.08473753,600.0692771,-,-,-,Warning,CO? & CO,Arcing
106.978629,1282.619717,94.23232439,20.51870555,49.23122301,2.714771497,10931.20315,16.54652053,276.1406725,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Arcing
74.11069705,466.6998787,43.85240808,281.0998433,24.22881554,1.932256729,10479.42189,45.7836001,920.8084883,-,Electrical and thermal fault,Discharges + overheating,Warning,CO? & CO,Electrical
12.78208267,1143.183124,3.247780725,359.8458039,80.11641454,2.415682041,10713.47091,37.5752577,819.442323,-,-,Discharges + overheating,Warning,-,Overheating
43.39985076,952.0809859,97.93769569,62.13976977,8.942732656,0.734935523,7834.382139,4.255138253,3.668507758,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
82.77259169,1420.099994,31.23869578,61.56479514,136.1060864,4.490648568,7636.127735,14.86699399,1295.309346,-,Thermal fault,-,Warning,-,Thermal
84.05918282,457.6593815,82.40295154,93.04066349,131.9857756,1.353329986,2799.18259,7.491986089,45.9996458,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
80.12886368,1182.356202,86.26741613,229.8366038,116.7456025,3.922087947,8826.072584,34.84674714,69.28837153,-,-,-,Warning,Carbon Dioxide (CO?),Arcing
13.69506306,1367.826601,15.05904036,65.32117919,140.7987004,0.977434069,3295.387338,26.29782668,526.8176767,-,Thermal fault,No diagnosis available,Warning,CO? & CO,Arcing
13.4616104,1264.091735,28.51452904,310.0436673,12.12198079,0.274745574,2753.341916,27.34707896,243.7965184,-,PD,-,Warning,C?H?,Thermal
93.05323028,1053.293252,9.627193101,236.7131939,95.85856898,1.155693872,7164.474277,0.659957807,708.4026215,-,PD,No diagnosis available,Warning,CO,PD
30.66963275,1048.197252,16.40017136,68.93060104,28.28043356,2.880964259,4594.7416,4.10995897,1119.455251,-,-,Discharges + overheating,Warning,-,Thermal
2.005414935,558.5719968,98.99706103,370.1923104,101.9285854,0.704729589,10814.33778,48.68558479,1129.300334,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
80.75392937,45.838038,61.10270505,61.79701303,27.93223848,0.700258135,5315.814525,27.70305728,304.5799134,-,-,No diagnosis available,Warning,CO? & CO,Electrical
119.4886401,1393.352753,69.23114741,351.9451508,88.87147167,1.710168232,10819.37131,39.25392877,1104.153701,-,Thermal fault,No diagnosis available,Warning,CO,PD
1.581308994,1232.316007,66.29637976,78.02230583,80.91077998,1.660867868,7344.003655,36.27557338,1019.066956,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
10.74797051,31.9395465,56.57850321,170.091962,14.4667444,3.155803867,10062.69711,32.81479938,894.6263658,-,Electrical and thermal fault,-,Warning,-,Overheating
22.53422892,1096.646053,38.54791556,47.00177,90.53599955,3.225197275,7835.800807,9.283379491,1049.144179,-,Thermal fault,No diagnosis available,Warning,C?H?,Electrical
68.98484201,327.2961011,88.31691897,26.04666784,102.413092,4.246472651,5513.79745,46.31980492,481.4009247,-,PD,-,Warning,C?H?,PD
118.264887,870.9736877,47.48136845,172.388298,2.487698966,1.4043942,1577.617962,7.757758411,345.1575185,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,PD
82.06760782,973.3817796,79.61356032,397.4062561,95.24008179,4.431004305,10709.292,38.35412639,833.6038017,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Arcing
34.53871594,546.1782735,75.28048781,53.18001886,30.96557184,4.672134148,158.9331169,23.80794761,1113.783526,-,Electrical and thermal fault,No diagnosis available,Warning,C?H?,Electrical
52.8775093,1331.973659,93.70857605,261.7709092,146.4898773,0.261605576,9964.24883,39.07517825,1432.528727,-,Thermal fault,-,Warning,CO? & CO,Arcing
3.564781486,401.3476615,20.03597472,5.18954437,120.2100704,1.07397878,2527.569138,26.52358943,333.3354688,-,-,Discharges + overheating,Warning,CO,Thermal
94.1662546,178.7063348,6.665152479,166.3923606,80.65223227,0.991379216,7605.491756,30.50297669,688.7045997,-,Thermal fault,Discharges + overheating,Warning,-,Arcing
28.87093613,1012.731646,68.83714667,202.6566606,85.55950837,0.616054023,5612.293358,26.76985752,1226.538899,-,Thermal fault 300°C-700°C,-,Warning,CO,Electrical
49.95691621,16.26609644,27.79047182,312.0612255,124.4779893,3.984576328,1267.15949,29.70240213,52.13645457,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,C?H?,Overheating
25.77976013,155.6068776,81.36113414,100.1605725,76.08621639,3.765670807,9342.727572,17.3279184,444.6231931,-,-,-,Warning,CO? & CO,PD
75.56259952,1000.359039,97.00930516,212.1031986,53.40174057,4.876114902,9393.107107,19.98943554,790.1122481,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Overheating
82.8118608,258.2479672,44.4276765,66.16017372,19.4952237,0.61153693,7926.6834,47.15992111,1255.435016,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),PD
62.1018365,1324.079465,62.51517833,307.428144,124.9922793,4.8281963,2950.325763,28.00533965,441.5477132,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO,Arcing
124.5213021,1441.565444,44.53960481,59.13868843,91.04342672,3.527370313,829.6595655,43.8830372,1053.065456,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,PD
109.3298851,338.5029111,20.57475317,85.22676492,45.06808821,0.58478613,2333.932158,31.92088977,1465.109809,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,C?H?,Electrical
62.79527536,1035.650826,63.2024533,342.0601427,19.23623245,0.240052185,8232.321189,5.555830617,254.3555651,-,PD,Thermal fault LOW temperature,Warning,CO,PD
78.83099061,792.7409421,36.84900822,311.8812582,31.03367396,2.246969681,2598.618617,3.047174445,923.5324956,-,-,-,Warning,CO? & CO,PD
124.9050947,1094.479243,15.56298132,351.7372567,124.6349763,0.321429391,9235.651078,11.22319995,122.8675708,-,Thermal fault,Thermal fault LOW temperature,Warning,C?H?,Arcing
117.7731961,1403.732491,33.39829017,84.65995018,12.06347033,0.830554173,6030.710476,49.92333913,1148.547822,-,PD,Discharges + overheating,Warning,-,Arcing
61.96659689,1095.14326,26.83338315,141.5976804,64.68904461,0.10884263,10861.96996,5.169689954,1298.807695,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO,PD
61.5463741,889.836283,79.65423058,122.9877543,16.61003612,4.168306932,3218.299483,18.68938155,702.1214035,-,Thermal fault,Discharges + overheating,Warning,-,Electrical
140.1280658,804.2137502,44.56538126,47.42008712,114.3467482,2.484929675,7892.309549,19.6140159,301.2821381,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
43.31298103,1077.807485,7.197097651,222.2050224,14.90755586,2.818922603,8914.604406,46.40784221,1453.166602,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Overheating
62.72860162,607.4179001,14.00377119,72.51854242,5.001315604,3.506764598,10341.56404,29.17076814,1307.785338,-,PD,-,Warning,-,Thermal
17.24963575,1243.002538,78.00319423,38.6557181,35.93277355,3.071888194,2448.694718,48.39075977,316.4783577,-,-,No diagnosis available,Warning,-,Overheating
10.45649347,1480.047475,79.54367408,387.0559028,40.97725472,1.980820794,1168.078006,33.96264555,1352.650732,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,PD
6.317671624,1291.99409,0.950256124,362.9427837,36.62617203,4.221884489,3591.95764,33.93246969,1445.628955,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO? & CO,Overheating
3.424660958,731.2885026,65.41066342,397.4770351,97.69183638,2.694098377,6996.442671,17.65277194,894.5194682,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
123.788723,327.6290808,96.61677873,166.9316646,110.8687918,2.467157647,10065.11719,16.1901375,103.967643,-,-,Discharges + overheating,Warning,CO? & CO,Thermal
41.52870163,280.2045589,23.99833376,288.4340432,37.09736275,0.30208931,3374.530428,4.899566455,1248.519783,-,Thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Overheating
138.7228863,914.6197404,63.69550589,376.8085771,148.4791063,4.879515188,5631.251581,36.07572988,611.0007862,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,PD
127.5259348,0.068409401,19.0508104,157.1128122,131.9373419,4.304243658,5880.24151,44.62710451,1182.890001,-,-,Thermal fault LOW temperature,Warning,C?H?,Electrical
90.18790056,399.2290069,13.12160644,399.5018488,60.27318283,1.835124122,1589.366272,9.142727466,797.0685122,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
107.3918398,583.2892318,91.19259961,270.8849762,67.28822025,4.714652708,1649.545511,30.42015704,190.1674151,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Thermal
1.87095299,1340.791158,85.44878784,187.01446,21.64455214,2.076880576,3713.36867,49.7878991,140.6418107,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
114.6777279,1470.677145,12.90874565,118.2263015,34.715562,0.714916544,236.3843659,16.23545839,1321.304601,-,PD,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
130.168901,724.3398845,56.70849825,242.9381664,28.39604095,0.23300981,5645.052412,26.12242771,1326.634002,-,PD,-,Warning,C?H?,PD
16.19377259,909.6845922,97.52957521,112.3818182,8.243516943,1.445548997,957.4225029,12.91018185,571.8626034,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Electrical
12.15844845,643.5560944,31.42285366,341.5452892,103.4548808,3.910077014,6917.550498,21.80144617,1345.531075,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
138.7966035,816.8512306,1.620199178,276.7547046,109.6420163,4.382092127,10459.88178,35.07014498,136.5949211,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Electrical
50.21573985,40.18263853,55.28842527,394.8911038,33.94258311,3.862068986,10549.64264,44.09911573,1428.44295,-,Thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
101.7735202,426.8700138,44.26290518,380.6189993,61.57555269,3.634545702,1931.412489,5.497689424,1250.473745,-,-,No diagnosis available,Warning,CO? & CO,Overheating
45.54626245,1485.563351,2.030661956,289.5842091,12.16499958,0.823151914,6166.349276,31.90178584,1005.522047,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,PD
123.6100572,835.2756887,41.99853098,100.7825267,46.70192576,3.593222302,1963.764469,0.335994863,670.256954,-,-,-,Warning,-,PD
132.6782703,299.1594958,3.106870146,1.310094075,38.91995255,1.659545883,217.5421961,4.549361131,880.080061,-,-,-,Warning,Carbon Dioxide (CO?),Electrical
58.88745314,151.101328,68.79789015,49.19415124,62.81312681,3.231584713,1317.63988,46.58619029,811.8867079,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
63.21454958,98.09366116,39.02344187,28.1337291,26.93077026,3.070016209,5821.768155,24.08148452,1336.288106,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
134.9793837,1270.958951,57.51063267,210.5830933,7.266582021,0.952933147,9634.327594,23.22186812,588.1540112,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Thermal
49.16330555,1376.048196,95.49675253,345.5991594,147.2023118,2.357572136,1140.760883,0.232451049,1160.970661,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,C?H?,Thermal
99.90660535,636.297765,65.52595548,15.42567118,133.5552007,1.987071218,4689.86834,13.96391072,703.5174179,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
122.5419453,347.963634,85.41543686,156.5357639,128.9919762,1.153628142,4829.284658,39.4427763,657.9232571,-,PD,-,Warning,Carbon Dioxide (CO?),PD
